"","species","chemical","frequency","pmid"
"1414","Sheperdia canadensis","sulfur",6,"36652123, 32953074, 29326667, 22204077, 11503075"
"1415","Sheperdia canadensis","copper",43,"36616327, 36564777, 35711117, 34596775, 34082243, 31993757, 31844577, 28977770, 27448721, 29431314, 25954509, 22567718, 22529120, 21719830, 24031487, 19159049, 17980900, 16724753, 16011164, 15891853, 12395843, 11503075, 15092606, 7414075"
"1416","Sheperdia canadensis","selenium",23,"36564777, 31993757, 31085411, 30826954, 26440035, 25424617, 22529120, 21719830, 19880158, 19617491, 18351009, 33873369, 24193900"
"1417","Sheperdia canadensis","oxygen",66,"36443662, 33480563, 33147264, 32888603, 32429684, 31176222, 30702953, 35539701, 29697312, 26096044, 24693254, 24335981, 22448511, 22189769, 22153306, 21301975, 21198649, 20462026, 19766513, 19368239, 17651237, 17433440, 16949961, 14994478, 12910766, 11712911, 28404257, 9237306, 24233827, 7524441, 8076252, 1444440, 1368065, 1906691, 2929984, 7106705, 7081467, 866816, 5388717, 19872348"
"1418","Sheperdia canadensis","s",13,"36358476, 35009041, 29694497, 26496839, 20800873, 17549539, 15093036, 11503075, 15092606"
"1419","Sheperdia canadensis","arsenic",27,"36252326, 34596775, 32946150, 31993757, 31176222, 30656953, 25424617, 24933886, 21719830, 21679937, 16117124"
"1420","Sheperdia canadensis","iron",19,"35892694, 32174518, 31993757, 31176222, 30769268, 29326667, 26366840, 25671786, 25049569, 21719830, 16949961, 14713561, 11503075, 28310775, 19872348"
"1421","Sheperdia canadensis","be",4,"35816113, 30947521"
"1422","Sheperdia canadensis","sb",5,"35816113, 35104556"
"1423","Sheperdia canadensis","tl",5,"35816113, 30954822"
"1424","Sheperdia canadensis","se",14,"35816113, 30826954, 26440035, 25424617, 19880158, 19649019, 19617491, 33873369"
"1425","Sheperdia canadensis","re",1,"35816113"
"1426","Sheperdia canadensis","calcium",34,"35711117, 33798869, 33160657, 31993757, 24525352, 23499690, 18951859, 18689665, 17494403, 16797553, 11503075, 11428394, 28306929, 7809211, 1669338, 3503142, 28309101"
"1427","Sheperdia canadensis","cs",27,"35566885, 32234110, 30954822, 27577939, 25588954, 18533453, 15682518, 10757488, 9813827, 9615549, 7707064, 24220840"
"1428","Sheperdia canadensis","p",35,"35401639, 34341452, 34279696, 31563154, 31134115, 30904977, 30190710, 27516857, 23487992, 21735906, 20462026, 18763570, 17549539, 15093036, 11503075, 1816170, 15092606, 28309101"
"1429","Sheperdia canadensis","au",7,"35009041, 30862803"
"1430","Sheperdia canadensis","mg",24,"34341452, 34030399, 33160657, 29694497, 25091153, 23487992, 17549539, 15093036, 14713561, 12371179, 11503075, 28306929, 15092606, 28309101"
"1431","Sheperdia canadensis","potassium",12,"34341452, 33160657, 25588954, 11818543, 28306929, 7597642, 1669338, 3682091, 3503142, 28310775"
"1432","Sheperdia canadensis","chromium",9,"34082243, 26366840, 25424617, 21719830, 21679937, 11503075, 24193900"
"1433","Sheperdia canadensis","nickel",13,"34082243, 26366840, 25985854, 21719830, 19692109, 12127586, 11503075"
"1434","Sheperdia canadensis","lr",1,"34067964"
"1435","Sheperdia canadensis","magnesium",8,"33160657, 31993757, 21719830, 15542052, 11503075, 28306929, 28309101"
"1436","Sheperdia canadensis","aluminum",6,"33160657, 31176222, 21735906, 21719830, 17338504, 11503075"
"1437","Sheperdia canadensis","barium",3,"32946150, 24450081, 21719830"
"1438","Sheperdia canadensis","rubidium",1,"32946150"
"1439","Sheperdia canadensis","mc",1,"32888603"
"1440","Sheperdia canadensis","silicon",7,"32666147"
"1441","Sheperdia canadensis","cobalt",8,"31993757, 29557493, 21719830, 11503075"
"1442","Sheperdia canadensis","manganese",15,"31993757, 31844577, 31176222, 28986642, 27167595, 21719830, 15519989, 11503075, 24193900, 28310775"
"1443","Sheperdia canadensis","molybdenum",3,"31993757, 21719830"
"1444","Sheperdia canadensis","thallium",3,"31993757, 21719830"
"1445","Sheperdia canadensis","plutonium",6,"31739227, 31181344, 15748659, 12004618"
"1446","Sheperdia canadensis","americium",4,"31181344, 19879676"
"1447","Sheperdia canadensis","rb",2,"30954822"
"1448","Sheperdia canadensis","sr",7,"30954822, 30947521, 30802673, 14713561"
"1449","Sheperdia canadensis","ba",9,"30954822, 30947521, 25728199, 14713561, 30727674"
"1450","Sheperdia canadensis","ga",3,"30947521"
"1451","Sheperdia canadensis","si",2,"30947521"
"1452","Sheperdia canadensis","v",5,"30947521, 14713561"
"1453","Sheperdia canadensis","gadolinium",3,"29459116"
"1454","Sheperdia canadensis","gd",3,"29459116"
"1455","Sheperdia canadensis","cerium",1,"26564182"
"1456","Sheperdia canadensis","hydrogen",9,"26262966, 24821472, 24335981, 11113998, 9572849"
"1457","Sheperdia canadensis","iodine",11,"25764377, 20619514, 14282153"
"1458","Sheperdia canadensis","ac",8,"24817325, 14733281, 9249707"
"1459","Sheperdia canadensis","sg",1,"24530184"
"1460","Sheperdia canadensis","pm",1,"24140488"
"1461","Sheperdia canadensis","ti",3,"23487992"
"1462","Sheperdia canadensis","vanadium",4,"21719830, 16407091"
"1463","Sheperdia canadensis","i",1,"20619514"
"1464","Sheperdia canadensis","chlorine",2,"20619514, 11312785"
"1465","Sheperdia canadensis","th",8,"19778062, 19038370, 18620083, 15092150"
"1466","Sheperdia canadensis","f",1,"17079360"
"1467","Sheperdia canadensis","he",1,"16803645"
"1468","Sheperdia canadensis","helium",4,"16228375"
"1469","Sheperdia canadensis","bismuth",9,"15276269"
"1470","Sheperdia canadensis","w",1,"12794672"
"1471","Sheperdia canadensis","ra",4,"12012064, 15092150"
"1472","Sheperdia canadensis","strontium",1,"12004618"
"1473","Sheperdia canadensis","argon",1,"11818543"
"1474","Sheperdia canadensis","cm",1,"9367526"
"1475","Sheperdia canadensis","uranium",1,"3801690"
"1476","Sorbus decora","mg",1,"27163231"
"1477","Stereocaulon paschale","nitrogen",2,"17951586"
"1478","Stereocaulon paschale","n",3,"17951586, 33874377"
"1479","Trifolium spp.","nitrogen",13,"34999517, 34978336, 33021882, 30041474, 29633524, 22989463, 21747729, 21070666, 16988356, 8491702"
"1480","Trifolium spp.","n",15,"34978336"
"1481","Trifolium spp.","iron",1,"30602699"
"1482","Trifolium spp.","potassium",1,"28573965"
"1483","Trifolium spp.","phosphorus",1,"28573965"
"1484","Trifolium spp.","p",1,"28573965"
"1485","Trifolium spp.","calcium",1,"28573965"
"1486","Trifolium spp.","sodium",1,"28573965"
"1487","Trifolium spp.","sulfur",1,"28573965"
"1488","Trifolium spp.","s",1,"28573965"
"1489","Trifolium spp.","magnesium",1,"28573965"
"1490","Trifolium spp.","mg",1,"28573965"
"1491","Trifolium spp.","arsenic",2,"28573965"
"1492","Trifolium spp.","as",1,"28573965"
"1493","Trifolium spp.","zn",5,"26882164"
"1494","Trifolium spp.","pb",6,"26882164"
"1495","Trifolium spp.","cu",3,"26882164"
"1496","Trifolium spp.","cd",4,"26882164"
"1497","Trifolium spp.","oxygen",1,"16869502"
"1498","Typha latifolia","lanthanum",2,"37715036"
"1499","Typha latifolia","carbon",65,"37029755, 34323820, 32795788, 32649660, 32143081, 31747629, 30469475, 30459741, 30225998, 30182151, 30115320, 28922900, 28323450, 28011364, 27889343, 27465780, 27423407, 26606100, 25000198, 24768761, 24586894, 24565872, 22908625, 22441572, 22053483, 19142845, 17964141, 17802856, 17382536, 16341641, 15921272, 15921269, 12708698, 12026068, 11944674, 16657378"
"1500","Typha latifolia","zn",137,"36897449, 36862298, 36764150, 36630039, 36400901, 34246092, 33970419, 33341472, 33254929, 33228045, 32683013, 31683415, 31478177, 29873544, 29730705, 29031880, 28598201, 28525817, 28391949, 27983820, 27974042, 27900625, 27712090, 27712089, 27164879, 27044291, 27040538, 26969063, 26524311, 26442874, 25463857, 23488171, 23416480, 23393983, 22370692, 22053483, 19999997, 18262591, 17429748, 17382536, 16215655, 15921272, 15364516, 14749066, 14621178, 12948532, 12809286, 12493181, 12369637, 11577880, 11392763, 10330316, 33863011"
"1501","Typha latifolia","cu",138,"36897449, 36862298, 36764150, 36630039, 36400901, 35917556, 34246092, 34144284, 33970419, 33341472, 33254929, 33228045, 32683013, 31747629, 31683415, 31478177, 29761304, 29730705, 29031880, 28678606, 28598201, 28525817, 28391949, 27974042, 27900625, 27712090, 27712089, 27164879, 27044291, 27040538, 26969063, 26524311, 26442874, 25894347, 25674352, 25463857, 25058419, 23488171, 22370692, 22053483, 18262591, 17429748, 17382536, 16215655, 15921272, 14749066, 14621178, 12948532, 12493181, 12369637, 11401280, 11392763, 10330316, 33863014"
"1502","Typha latifolia","pb",200,"36897449, 36862298, 36771585, 36764150, 36630039, 34246092, 34144284, 33970419, 33341472, 33254929, 32728950, 32534296, 31747629, 31478177, 29873544, 29730705, 29031880, 28678606, 28613080, 28598201, 28525817, 27974042, 27900625, 27712089, 27164879, 27044291, 27040538, 26969063, 26524311, 26442874, 26038940, 25894347, 25674352, 25463857, 23717993, 23488171, 23416480, 23161499, 22610634, 22370692, 21972501, 19999997, 19536587, 18262591, 17429748, 17382536, 16215655, 15921272, 15364516, 14749066, 14621178, 12809286, 12493181, 12369637, 11392763, 10330316, 33863011"
"1503","Typha latifolia","cd",163,"36897449, 36862298, 36771585, 36630039, 35684220, 34431049, 34246092, 33970419, 33341472, 33254929, 33236245, 33228045, 31845259, 31747629, 29873544, 29761304, 29730705, 29132718, 28678606, 28598201, 28525817, 28391949, 27900625, 27363169, 27164879, 27044291, 27040538, 26442874, 25894347, 25674352, 25463857, 23416480, 23400863, 22053483, 20951580, 19536587, 19462193, 19403961, 18262591, 17429748, 17382536, 16215655, 16146312, 15921272, 14749066, 14621178, 12809286, 12493181, 12369637, 11577880, 11392763, 10330316, 33863011"
"1504","Typha latifolia","copper",45,"36862298, 36406734, 35917556, 34144284, 33341472, 31747629, 31683415, 31478177, 25674352, 25463857, 25096493, 24507336, 17566728, 11804152, 11459140, 11401280, 11243321, 33863014"
"1505","Typha latifolia","fe",69,"36862298, 36400901, 33970419, 33254929, 33228045, 28598201, 28391949, 27900625, 27044291, 27040538, 26969063, 26524311, 26442874, 25894347, 25663397, 25463857, 23717993, 23488171, 23416480, 23393983, 23161499, 22370692, 18262591, 17382536, 15364516, 12026982, 11577880, 11476526, 10330316"
"1506","Typha latifolia","nitrogen",146,"36862298, 36535486, 36073662, 35050862, 34785218, 34302244, 34289608, 34129692, 33892236, 33525930, 32795788, 32649660, 32314745, 31851836, 31388063, 30739040, 30469475, 30466420, 30414031, 30198835, 30168108, 29730705, 28922900, 28890992, 28875404, 28541934, 28323450, 28299233, 27974042, 27878321, 27712090, 27593432, 27379728, 27372264, 26878342, 26818608, 26606100, 25860702, 25663397, 25518662, 25005162, 25000198, 24645463, 24468449, 24334880, 24135097, 20220242, 19289277, 19272632, 19049502, 18957747, 18948455, 18624194, 18376561, 17655987, 17270250, 17268879, 15921272, 15921271, 15921269, 15158511, 14621167, 14621159, 12708698, 12493181, 12432036, 11944674, 11833759, 11804144, 11804132, 11476512, 9477429, 2802603"
"1507","Typha latifolia","cadmium",33,"36771585, 35684220, 34431049, 33341472, 33236245, 31845259, 31747629, 29132718, 25674352, 25463857, 23416480, 19536587, 19462193, 19403961, 17566728, 16146312, 11804152, 33863011"
"1508","Typha latifolia","cr",64,"36764150, 36630039, 34246092, 34144284, 33341472, 33254929, 33228045, 29873544, 29761304, 29730705, 28598201, 28525817, 28391949, 27974042, 27040538, 26442874, 25894347, 25674352, 25463857, 23400863, 22610634, 21972501, 18299165, 18262591, 17429748, 16397109, 10330316"
"1509","Typha latifolia","phosphorus",84,"36535486, 36073662, 33892236, 33341472, 32795788, 32143081, 31388063, 30739040, 30414031, 30115320, 28890992, 28875404, 28541934, 28299233, 27712090, 27593432, 27372264, 26606100, 25860702, 25663397, 25518662, 25005162, 24645463, 22370692, 22049722, 20358843, 19999997, 19799282, 19068629, 18624194, 15921272, 15158511, 14621167, 11804147, 11804132, 21669616, 16662616"
"1510","Typha latifolia","oxygen",79,"36073662, 34850736, 34785218, 33228045, 32143081, 31851836, 31747629, 31521033, 31123223, 30739040, 30414031, 30168108, 29730705, 29055837, 27974042, 27712090, 27363169, 26878342, 26818608, 26774264, 25909739, 25894347, 25518662, 24701933, 24565872, 24334880, 24135097, 18376561, 17655987, 17599383, 15364516, 14723937, 12934827, 12493181, 12026068, 12002280, 11833759, 21669616, 10648135, 34872215, 7524441"
"1511","Typha latifolia","n",105,"36035268, 34302244, 34129692, 33341472, 32795788, 32649660, 32314745, 31388063, 30739040, 28890992, 28875404, 28613080, 28541934, 28323450, 28299233, 27593432, 27379728, 25860702, 25605423, 25000198, 24912235, 24645463, 22178496, 19733478, 19157867, 18948455, 17270250, 17268879, 15921272, 15921271, 15158511, 14621167, 12432036, 11804147, 2802603"
"1512","Typha latifolia","p",47,"36035268, 33341472, 32795788, 31388063, 30739040, 28890992, 28875404, 28613080, 28541934, 28323450, 27593432, 25860702, 24912235, 24645463, 23416480, 22370692, 22178496, 22049722, 19157867, 15921272, 15921271, 15158511, 14621167, 11804132, 10330316, 28311647"
"1513","Typha latifolia","si",5,"36035268, 30901787, 26442874, 23416480"
"1514","Typha latifolia","c",4,"36035268, 34601037, 34519984, 2802603"
"1515","Typha latifolia","aluminum",3,"35112245, 15950256"
"1516","Typha latifolia","arsenic",30,"35112245, 34601037, 23416480, 19462193, 19382145, 15573609, 12026982"
"1517","Typha latifolia","cobalt",4,"34431049, 25674352, 11476526"
"1518","Typha latifolia","co",19,"34431049, 33970419, 29761304, 29730705, 25674352, 22441572, 17429748, 11476526, 10330316"
"1519","Typha latifolia","manganese",10,"34431049, 27712090, 27044291, 26083824, 21972501, 11476526"
"1520","Typha latifolia","selenium",17,"34289608, 33970419, 20734620, 17120524, 12931913, 12531701"
"1521","Typha latifolia","chromium",16,"34144284, 33341472, 25463857, 21972501, 18299165, 18214580, 17802856, 16397109, 15366558, 11804152"
"1522","Typha latifolia","mercury",18,"34057883, 32534296, 27484186, 21166283"
"1523","Typha latifolia","se",14,"33970419, 20734620, 17120524, 12931913"
"1524","Typha latifolia","mg",9,"33970419, 33892236, 27712090, 27040538, 23416480, 10330316, 28311647, 25385963"
"1525","Typha latifolia","iron",58,"33970419, 32174518, 30469475, 27983820, 27712090, 27423407, 27040538, 26524311, 26083824, 25463857, 23717993, 23247287, 23161499, 22370692, 20358843, 19999997, 19382145, 15573609, 12026982, 11476526, 33863014"
"1526","Typha latifolia","boron",13,"33835205, 31062239, 27364490, 24912241, 23500796"
"1527","Typha latifolia","potassium",2,"32795788, 15990203"
"1528","Typha latifolia","sr",4,"32728950, 23416480"
"1529","Typha latifolia","hg",10,"32534296, 29031880, 28525817, 27712089, 10330316"
"1530","Typha latifolia","tin",2,"32314745"
"1531","Typha latifolia","tl",1,"31683415"
"1532","Typha latifolia","sodium",1,"31044602"
"1533","Typha latifolia","s",6,"30901787, 30115320, 27423407, 23416480, 11577880"
"1534","Typha latifolia","sulfur",8,"30469475, 27423407, 25000198, 22370692"
"1535","Typha latifolia","as",17,"29031880, 28525817, 28391949, 23416480, 23400863, 19462193, 15573609, 15364516, 12026982"
"1536","Typha latifolia","al",23,"28525817, 26442874, 25663397, 23416480, 15950256"
"1537","Typha latifolia","b",1,"27364490"
"1538","Typha latifolia","v",1,"27040538"
"1539","Typha latifolia","hydrogen",4,"25755016, 16198552, 11341929"
"1540","Typha latifolia","nickel",7,"25463857, 11804152, 11476526, 33863014"
"1541","Typha latifolia","uranium",4,"24239820, 15091452"
"1542","Typha latifolia","br",7,"23416480, 15575283"
"1543","Typha latifolia","rb",1,"23416480"
"1544","Typha latifolia","cesium",2,"15990203"
"1545","Typha latifolia","cs",4,"15990203"
"1546","Typha latifolia","rubidium",1,"15990203"
"1547","Typha latifolia","bromine",1,"15575283"
"1548","Typha latifolia","tc",2,"14723937"
"1549","Typha latifolia","ra",5,"15091452"
"1550","Usnea spp.","sulfur",1,"33582641"
"1551","Usnea spp.","mercury",9,"32114346, 31683434, 19215185"
"1552","Usnea spp.","selenium",3,"32114346"
"1553","Usnea spp.","se",5,"32114346"
"1554","Usnea spp.","cadmium",1,"31683434"
"1555","Usnea spp.","nitrogen",3,"28938217"
"1556","Usnea spp.","n",8,"28938217"
"1557","Usnea spp.","carbon",3,"19215185"
"1558","Usnea spp.","hg",1,"10474261"
"1559","Usnea spp.","cu",1,"10474261"
"1560","Usnea spp.","zn",1,"10474261"
"1561","Usnea spp.","fe",1,"10474261"
"1562","Usnea spp.","rb",1,"10474261"
"1563","Usnea spp.","sr",1,"10474261"
"1564","Vaccinium angustifolium","phosphorus",4,"36035689, 35417010, 34131817, 30918964"
"1565","Vaccinium angustifolium","nitrogen",10,"35417010, 34131817, 32623832, 30978227, 30668859, 28808544, 15805089"
"1566","Vaccinium angustifolium","carbon",6,"34131817, 32333756, 28808544, 17995608"
"1567","Vaccinium angustifolium","n",19,"31877179, 30978227"
"1568","Vaccinium angustifolium","magnesium",1,"30918964"
"1569","Vaccinium angustifolium","iron",2,"30918964, 26207764"
"1570","Vaccinium angustifolium","pa",8,"30701579, 27324255, 25595100"
"1571","Vaccinium angustifolium","oxygen",3,"29271934, 26675861, 12323088"
"1572","Vaccinium angustifolium","calcium",3,"28401082, 18066143"
"1573","Vaccinium angustifolium","hydrogen",1,"26675861"
"1574","Vaccinium angustifolium","tc",2,"23920421"
"1575","Vaccinium angustifolium","chlorine",6,"17350128, 17147453"
"1576","Vaccinium angustifolium","hs",2,"16111874"
